# PCRE2 conformance known-failures — regenerated by `go run ./cmd/pcre2-bless`.
# Format: <ID>  # <bucket>: <reason>
# Each line is one (pattern, subject) outcome currently failing.
# Removing an ID and re-running the test will require the engine to PASS it.

testinput1:37  # MATCH_MISMATCH: got matched=false, want true
testinput1:2304  # PARSE_ERROR: Parse("P[^*]TAIRE[^*]{1,6}?LL"): parse "P[^*]TAIRE[^*]{1,6}?LL": compile: unrecognized quantifier shape: q_min,q_max,q_01
testinput1:2308  # PARSE_ERROR: Parse("P[^*]TAIRE[^*]{1,}?LL"): parse "P[^*]TAIRE[^*]{1,}?LL": compile: unrecognized quantifier shape: q_min,q_01
testinput1:2312  # MATCH_MISMATCH: got matched=false, want true
testinput1:2315  # MATCH_MISMATCH: got matched=false, want true
testinput1:2318  # MATCH_MISMATCH: got matched=false, want true
testinput1:2323  # PARSE_ERROR: Parse("(\\.\\d\\d((?=0)|\\d(?=\\d)))"): parse "(\\.\\d\\d((?=0)|\\d(?=\\d)))": syntax error at col 10: unexpected token near "?"
testinput1:2327  # PARSE_ERROR: Parse("(\\.\\d\\d((?=0)|\\d(?=\\d)))"): parse "(\\.\\d\\d((?=0)|\\d(?=\\d)))": syntax error at col 10: unexpected token near "?"
testinput1:2332  # PARSE_ERROR: Parse("(\\.\\d\\d((?=0)|\\d(?=\\d)))"): parse "(\\.\\d\\d((?=0)|\\d(?=\\d)))": syntax error at col 10: unexpected token near "?"
testinput1:2336  # PARSE_ERROR: Parse("a(?)b"): parse "a(?)b": syntax error at col 3: unexpected token near "?"
testinput1:2351  # PARSE_ERROR: Parse("foo(.*?)bar"): parse "foo(.*?)bar": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:2356  # MATCH_MISMATCH: got matched=false, want true
testinput1:2362  # MATCH_MISMATCH: got matched=false, want true
testinput1:2368  # PARSE_ERROR: Parse("(.*?)(\\d*)"): parse "(.*?)(\\d*)": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:2374  # PARSE_ERROR: Parse("(.*?)(\\d+)"): parse "(.*?)(\\d+)": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:2380  # MATCH_MISMATCH: got matched=false, want true
testinput1:2386  # PARSE_ERROR: Parse("(.*?)(\\d+)$"): parse "(.*?)(\\d+)$": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:2392  # MATCH_MISMATCH: got matched=false, want true
testinput1:2398  # MATCH_MISMATCH: got matched=false, want true
testinput1:2404  # PARSE_ERROR: Parse("^\\D*(?!123)"): parse "^\\D*(?!123)": syntax error at col 6: unexpected token near "?"
testinput1:2408  # PARSE_ERROR: Parse("^(\\D*)(?=\\d)(?!123)"): parse "^(\\D*)(?=\\d)(?!123)": syntax error at col 8: unexpected token near "?"
testinput1:2412  # PARSE_ERROR: Parse("^(\\D*)(?=\\d)(?!123)"): parse "^(\\D*)(?=\\d)(?!123)": syntax error at col 8: unexpected token near "?"
testinput1:2416  # PARSE_ERROR: Parse("^[W-]46]"): parse "^[W-]46]": syntax error at col 8: unexpected token near "]"
testinput1:2418  # PARSE_ERROR: Parse("^[W-]46]"): parse "^[W-]46]": syntax error at col 8: unexpected token near "]"
testinput1:2421  # PARSE_ERROR: Parse("^[W-]46]"): parse "^[W-]46]": syntax error at col 8: unexpected token near "]"
testinput1:2423  # PARSE_ERROR: Parse("^[W-]46]"): parse "^[W-]46]": syntax error at col 8: unexpected token near "]"
testinput1:2425  # PARSE_ERROR: Parse("^[W-]46]"): parse "^[W-]46]": syntax error at col 8: unexpected token near "]"
testinput1:2427  # PARSE_ERROR: Parse("^[W-]46]"): parse "^[W-]46]": syntax error at col 8: unexpected token near "]"
testinput1:2429  # PARSE_ERROR: Parse("^[W-]46]"): parse "^[W-]46]": syntax error at col 8: unexpected token near "]"
testinput1:2435  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2437  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2439  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2441  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2443  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2445  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2447  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2449  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2452  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2454  # PARSE_ERROR: Parse("^[W-\\]46]"): parse "^[W-\\]46]": syntax error at col 9: unexpected token near "]"
testinput1:2460  # MATCH_MISMATCH: got matched=false, want true
testinput1:2464  # PARSE_ERROR: Parse("word (?:[a-zA-Z0-9]+ ){0,10}otherword"): parse "word (?:[a-zA-Z0-9]+ ){0,10}otherword": syntax error at col 7: unexpected token near "?"
testinput1:2467  # PARSE_ERROR: Parse("word (?:[a-zA-Z0-9]+ ){0,10}otherword"): parse "word (?:[a-zA-Z0-9]+ ){0,10}otherword": syntax error at col 7: unexpected token near "?"
testinput1:2472  # PARSE_ERROR: Parse("word (?:[a-zA-Z0-9]+ ){0,300}otherword"): parse "word (?:[a-zA-Z0-9]+ ){0,300}otherword": syntax error at col 7: unexpected token near "?"
testinput1:2476  # MATCH_MISMATCH: got matched=false, want true
testinput1:2478  # MATCH_MISMATCH: got matched=false, want true
testinput1:2480  # MATCH_MISMATCH: got matched=false, want true
testinput1:2484  # MATCH_MISMATCH: got matched=false, want true
testinput1:2486  # MATCH_MISMATCH: got matched=false, want true
testinput1:2489  # MATCH_MISMATCH: got matched=false, want true
testinput1:2494  # MATCH_MISMATCH: got matched=false, want true
testinput1:2496  # MATCH_MISMATCH: got matched=false, want true
testinput1:2499  # MATCH_MISMATCH: got matched=false, want true
testinput1:2504  # MATCH_MISMATCH: got matched=false, want true
testinput1:2506  # MATCH_MISMATCH: got matched=false, want true
testinput1:2509  # MATCH_MISMATCH: got matched=false, want true
testinput1:2512  # MATCH_MISMATCH: got matched=false, want true
testinput1:2517  # MATCH_MISMATCH: got matched=false, want true
testinput1:2519  # MATCH_MISMATCH: got matched=false, want true
testinput1:2522  # MATCH_MISMATCH: got matched=false, want true
testinput1:2525  # MATCH_MISMATCH: got matched=false, want true
testinput1:2528  # MATCH_MISMATCH: got matched=false, want true
testinput1:2533  # MATCH_MISMATCH: got matched=false, want true
testinput1:2536  # MATCH_MISMATCH: got matched=false, want true
testinput1:2544  # MATCH_MISMATCH: got matched=false, want true
testinput1:2547  # MATCH_MISMATCH: got matched=false, want true
testinput1:2555  # MATCH_MISMATCH: got matched=false, want true
testinput1:2558  # MATCH_MISMATCH: got matched=false, want true
testinput1:2561  # MATCH_MISMATCH: got matched=false, want true
testinput1:2569  # MATCH_MISMATCH: got matched=false, want true
testinput1:2572  # MATCH_MISMATCH: got matched=false, want true
testinput1:2575  # MATCH_MISMATCH: got matched=false, want true
testinput1:2578  # MATCH_MISMATCH: got matched=false, want true
testinput1:2586  # MATCH_MISMATCH: got matched=false, want true
testinput1:2590  # MATCH_MISMATCH: got matched=false, want true
testinput1:2606  # MATCH_MISMATCH: got matched=false, want true
testinput1:2622  # MATCH_MISMATCH: got matched=false, want true
testinput1:2638  # SPAN_MISMATCH: matched "abcde\n1234X", want "1234X"
testinput1:2641  # MATCH_MISMATCH: got matched=false, want true
testinput1:2682  # PARSE_ERROR: Parse("(?s)(.*X|^B)"): parse "(?s)(.*X|^B)": syntax error at col 2: unexpected token near "?"
testinput1:2685  # PARSE_ERROR: Parse("(?s)(.*X|^B)"): parse "(?s)(.*X|^B)": syntax error at col 2: unexpected token near "?"
testinput1:2689  # PARSE_ERROR: Parse("(?s)(.*X|^B)"): parse "(?s)(.*X|^B)": syntax error at col 2: unexpected token near "?"
testinput1:2693  # PARSE_ERROR: Parse("(?s:.*X|^B)"): parse "(?s:.*X|^B)": syntax error at col 2: unexpected token near "?"
testinput1:2695  # PARSE_ERROR: Parse("(?s:.*X|^B)"): parse "(?s:.*X|^B)": syntax error at col 2: unexpected token near "?"
testinput1:2698  # PARSE_ERROR: Parse("(?s:.*X|^B)"): parse "(?s:.*X|^B)": syntax error at col 2: unexpected token near "?"
testinput1:2707  # PARSE_ERROR: Parse("(?s)^.*B"): parse "(?s)^.*B": syntax error at col 2: unexpected token near "?"
testinput1:2711  # PARSE_ERROR: Parse("(?m)^.*B"): parse "(?m)^.*B": syntax error at col 2: unexpected token near "?"
testinput1:2715  # PARSE_ERROR: Parse("(?ms)^.*B"): parse "(?ms)^.*B": syntax error at col 2: unexpected token near "?"
testinput1:2719  # PARSE_ERROR: Parse("(?ms)^B"): parse "(?ms)^B": syntax error at col 2: unexpected token near "?"
testinput1:2723  # PARSE_ERROR: Parse("(?s)B$"): parse "(?s)B$": syntax error at col 2: unexpected token near "?"
testinput1:2727  # MATCH_MISMATCH: got matched=false, want true
testinput1:2731  # MATCH_MISMATCH: got matched=false, want true
testinput1:2735  # MATCH_MISMATCH: got matched=false, want true
testinput1:2739  # MATCH_MISMATCH: got matched=false, want true
testinput1:2743  # MATCH_MISMATCH: got matched=false, want true
testinput1:2747  # MATCH_MISMATCH: got matched=false, want true
testinput1:2752  # MATCH_MISMATCH: got matched=false, want true
testinput1:2794  # MATCH_MISMATCH: got matched=false, want true
testinput1:2804  # SPAN_MISMATCH: matched "\" brown fox\"", want "\"the \\\"quick\\\" brown fox\""
testinput1:2871  # MATCH_MISMATCH: got matched=true, want false
testinput1:2887  # PARSE_ERROR: Parse("^(b+?|a){1,2}?c"): parse "^(b+?|a){1,2}?c": compile: unrecognized quantifier shape: q_1m,q_01
testinput1:2890  # PARSE_ERROR: Parse("^(b+?|a){1,2}?c"): parse "^(b+?|a){1,2}?c": compile: unrecognized quantifier shape: q_1m,q_01
testinput1:2893  # PARSE_ERROR: Parse("^(b+?|a){1,2}?c"): parse "^(b+?|a){1,2}?c": compile: unrecognized quantifier shape: q_1m,q_01
testinput1:2896  # PARSE_ERROR: Parse("^(b+?|a){1,2}?c"): parse "^(b+?|a){1,2}?c": compile: unrecognized quantifier shape: q_1m,q_01
testinput1:2899  # PARSE_ERROR: Parse("^(b+?|a){1,2}?c"): parse "^(b+?|a){1,2}?c": compile: unrecognized quantifier shape: q_1m,q_01
testinput1:2904  # PARSE_ERROR: Parse("^(b+|a){1,2}?c"): parse "^(b+|a){1,2}?c": compile: unrecognized quantifier shape: q_min,q_max,q_01
testinput1:2907  # PARSE_ERROR: Parse("^(b+|a){1,2}?c"): parse "^(b+|a){1,2}?c": compile: unrecognized quantifier shape: q_min,q_max,q_01
testinput1:2910  # PARSE_ERROR: Parse("^(b+|a){1,2}?c"): parse "^(b+|a){1,2}?c": compile: unrecognized quantifier shape: q_min,q_max,q_01
testinput1:2913  # PARSE_ERROR: Parse("^(b+|a){1,2}?c"): parse "^(b+|a){1,2}?c": compile: unrecognized quantifier shape: q_min,q_max,q_01
testinput1:2916  # PARSE_ERROR: Parse("^(b+|a){1,2}?c"): parse "^(b+|a){1,2}?c": compile: unrecognized quantifier shape: q_min,q_max,q_01
testinput1:2930  # PARSE_ERROR: Parse("(A|B)*?CD"): parse "(A|B)*?CD": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:2938  # PARSE_ERROR: Parse("(AB)*?\\1"): parse "(AB)*?\\1": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:2943  # MATCH_MISMATCH: got matched=false, want true
testinput1:2948  # PARSE_ERROR: Parse("(?<!bar)foo"): parse "(?<!bar)foo": syntax error at col 2: unexpected token near "?"
testinput1:2950  # PARSE_ERROR: Parse("(?<!bar)foo"): parse "(?<!bar)foo": syntax error at col 2: unexpected token near "?"
testinput1:2952  # PARSE_ERROR: Parse("(?<!bar)foo"): parse "(?<!bar)foo": syntax error at col 2: unexpected token near "?"
testinput1:2954  # PARSE_ERROR: Parse("(?<!bar)foo"): parse "(?<!bar)foo": syntax error at col 2: unexpected token near "?"
testinput1:2957  # PARSE_ERROR: Parse("(?<!bar)foo"): parse "(?<!bar)foo": syntax error at col 2: unexpected token near "?"
testinput1:2959  # PARSE_ERROR: Parse("(?<!bar)foo"): parse "(?<!bar)foo": syntax error at col 2: unexpected token near "?"
testinput1:2963  # PARSE_ERROR: Parse("\\w{3}(?<!bar)foo"): parse "\\w{3}(?<!bar)foo": syntax error at col 7: unexpected token near "?"
testinput1:2966  # PARSE_ERROR: Parse("\\w{3}(?<!bar)foo"): parse "\\w{3}(?<!bar)foo": syntax error at col 7: unexpected token near "?"
testinput1:2968  # PARSE_ERROR: Parse("\\w{3}(?<!bar)foo"): parse "\\w{3}(?<!bar)foo": syntax error at col 7: unexpected token near "?"
testinput1:2970  # PARSE_ERROR: Parse("\\w{3}(?<!bar)foo"): parse "\\w{3}(?<!bar)foo": syntax error at col 7: unexpected token near "?"
testinput1:2974  # PARSE_ERROR: Parse("(?<=(foo)a)bar"): parse "(?<=(foo)a)bar": syntax error at col 2: unexpected token near "?"
testinput1:2978  # PARSE_ERROR: Parse("(?<=(foo)a)bar"): parse "(?<=(foo)a)bar": syntax error at col 2: unexpected token near "?"
testinput1:2980  # PARSE_ERROR: Parse("(?<=(foo)a)bar"): parse "(?<=(foo)a)bar": syntax error at col 2: unexpected token near "?"
testinput1:2997  # PARSE_ERROR: Parse("(?>.*\\/)foo"): parse "(?>.*\\/)foo": syntax error at col 2: unexpected token near "?"
testinput1:3000  # PARSE_ERROR: Parse("(?>.*\\/)foo"): parse "(?>.*\\/)foo": syntax error at col 2: unexpected token near "?"
testinput1:3004  # PARSE_ERROR: Parse("(?>(\\.\\d\\d[1-9]?))\\d+"): parse "(?>(\\.\\d\\d[1-9]?))\\d+": syntax error at col 2: unexpected token near "?"
testinput1:3007  # PARSE_ERROR: Parse("(?>(\\.\\d\\d[1-9]?))\\d+"): parse "(?>(\\.\\d\\d[1-9]?))\\d+": syntax error at col 2: unexpected token near "?"
testinput1:3011  # PARSE_ERROR: Parse("(?>(\\.\\d\\d[1-9]?))\\d+"): parse "(?>(\\.\\d\\d[1-9]?))\\d+": syntax error at col 2: unexpected token near "?"
testinput1:3015  # PARSE_ERROR: Parse("^((?>\\w+)|(?>\\s+))*$"): parse "^((?>\\w+)|(?>\\s+))*$": syntax error at col 4: unexpected token near "?"
testinput1:3019  # PARSE_ERROR: Parse("^((?>\\w+)|(?>\\s+))*$"): parse "^((?>\\w+)|(?>\\s+))*$": syntax error at col 4: unexpected token near "?"
testinput1:3023  # MATCH_MISMATCH: got matched=false, want true
testinput1:3027  # MATCH_MISMATCH: got matched=false, want true
testinput1:3033  # PARSE_ERROR: Parse("((?>\\d+))(\\w)"): parse "((?>\\d+))(\\w)": syntax error at col 3: unexpected token near "?"
testinput1:3038  # PARSE_ERROR: Parse("((?>\\d+))(\\w)"): parse "((?>\\d+))(\\w)": syntax error at col 3: unexpected token near "?"
testinput1:3042  # PARSE_ERROR: Parse("(?>a+)b"): parse "(?>a+)b": syntax error at col 2: unexpected token near "?"
testinput1:3046  # PARSE_ERROR: Parse("((?>a+)b)"): parse "((?>a+)b)": syntax error at col 3: unexpected token near "?"
testinput1:3051  # PARSE_ERROR: Parse("(?>(a+))b"): parse "(?>(a+))b": syntax error at col 2: unexpected token near "?"
testinput1:3056  # PARSE_ERROR: Parse("(?>b)+"): parse "(?>b)+": syntax error at col 2: unexpected token near "?"
testinput1:3060  # PARSE_ERROR: Parse("(?>a+|b+|c+)*c"): parse "(?>a+|b+|c+)*c": syntax error at col 2: unexpected token near "?"
testinput1:3064  # PARSE_ERROR: Parse("((?>[^()]+)|\\([^()]*\\))+"): parse "((?>[^()]+)|\\([^()]*\\))+": syntax error at col 3: unexpected token near "?"
testinput1:3069  # PARSE_ERROR: Parse("\\(((?>[^()]+)|\\([^()]+\\))+\\)"): parse "\\(((?>[^()]+)|\\([^()]+\\))+\\)": syntax error at col 5: unexpected token near "?"
testinput1:3072  # PARSE_ERROR: Parse("\\(((?>[^()]+)|\\([^()]+\\))+\\)"): parse "\\(((?>[^()]+)|\\([^()]+\\))+\\)": syntax error at col 5: unexpected token near "?"
testinput1:3076  # PARSE_ERROR: Parse("\\(((?>[^()]+)|\\([^()]+\\))+\\)"): parse "\\(((?>[^()]+)|\\([^()]+\\))+\\)": syntax error at col 5: unexpected token near "?"
testinput1:3091  # PARSE_ERROR: Parse("(a (?x)b c)d e"): parse "(a (?x)b c)d e": syntax error at col 5: unexpected token near "?"
testinput1:3095  # PARSE_ERROR: Parse("(a (?x)b c)d e"): parse "(a (?x)b c)d e": syntax error at col 5: unexpected token near "?"
testinput1:3097  # PARSE_ERROR: Parse("(a (?x)b c)d e"): parse "(a (?x)b c)d e": syntax error at col 5: unexpected token near "?"
testinput1:3099  # PARSE_ERROR: Parse("(a (?x)b c)d e"): parse "(a (?x)b c)d e": syntax error at col 5: unexpected token near "?"
testinput1:3103  # PARSE_ERROR: Parse("(a b(?x)c d (?-x)e f)"): parse "(a b(?x)c d (?-x)e f)": syntax error at col 6: unexpected token near "?"
testinput1:3107  # PARSE_ERROR: Parse("(a b(?x)c d (?-x)e f)"): parse "(a b(?x)c d (?-x)e f)": syntax error at col 6: unexpected token near "?"
testinput1:3111  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3114  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3118  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3120  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3122  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3124  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3126  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3128  # PARSE_ERROR: Parse("(a(?i)b)c"): parse "(a(?i)b)c": syntax error at col 4: unexpected token near "?"
testinput1:3132  # PARSE_ERROR: Parse("a(?i:b)c"): parse "a(?i:b)c": syntax error at col 3: unexpected token near "?"
testinput1:3134  # PARSE_ERROR: Parse("a(?i:b)c"): parse "a(?i:b)c": syntax error at col 3: unexpected token near "?"
testinput1:3137  # PARSE_ERROR: Parse("a(?i:b)c"): parse "a(?i:b)c": syntax error at col 3: unexpected token near "?"
testinput1:3139  # PARSE_ERROR: Parse("a(?i:b)c"): parse "a(?i:b)c": syntax error at col 3: unexpected token near "?"
testinput1:3141  # PARSE_ERROR: Parse("a(?i:b)c"): parse "a(?i:b)c": syntax error at col 3: unexpected token near "?"
testinput1:3145  # PARSE_ERROR: Parse("a(?i:b)*c"): parse "a(?i:b)*c": syntax error at col 3: unexpected token near "?"
testinput1:3147  # PARSE_ERROR: Parse("a(?i:b)*c"): parse "a(?i:b)*c": syntax error at col 3: unexpected token near "?"
testinput1:3150  # PARSE_ERROR: Parse("a(?i:b)*c"): parse "a(?i:b)*c": syntax error at col 3: unexpected token near "?"
testinput1:3152  # PARSE_ERROR: Parse("a(?i:b)*c"): parse "a(?i:b)*c": syntax error at col 3: unexpected token near "?"
testinput1:3156  # PARSE_ERROR: Parse("a(?=b(?i)c)\\w\\wd"): parse "a(?=b(?i)c)\\w\\wd": syntax error at col 3: unexpected token near "?"
testinput1:3158  # PARSE_ERROR: Parse("a(?=b(?i)c)\\w\\wd"): parse "a(?=b(?i)c)\\w\\wd": syntax error at col 3: unexpected token near "?"
testinput1:3161  # PARSE_ERROR: Parse("a(?=b(?i)c)\\w\\wd"): parse "a(?=b(?i)c)\\w\\wd": syntax error at col 3: unexpected token near "?"
testinput1:3163  # PARSE_ERROR: Parse("a(?=b(?i)c)\\w\\wd"): parse "a(?=b(?i)c)\\w\\wd": syntax error at col 3: unexpected token near "?"
testinput1:3193  # PARSE_ERROR: Parse("(?>a(?i)b+)+c"): parse "(?>a(?i)b+)+c": syntax error at col 2: unexpected token near "?"
testinput1:3195  # PARSE_ERROR: Parse("(?>a(?i)b+)+c"): parse "(?>a(?i)b+)+c": syntax error at col 2: unexpected token near "?"
testinput1:3197  # PARSE_ERROR: Parse("(?>a(?i)b+)+c"): parse "(?>a(?i)b+)+c": syntax error at col 2: unexpected token near "?"
testinput1:3200  # PARSE_ERROR: Parse("(?>a(?i)b+)+c"): parse "(?>a(?i)b+)+c": syntax error at col 2: unexpected token near "?"
testinput1:3202  # PARSE_ERROR: Parse("(?>a(?i)b+)+c"): parse "(?>a(?i)b+)+c": syntax error at col 2: unexpected token near "?"
testinput1:3204  # PARSE_ERROR: Parse("(?>a(?i)b+)+c"): parse "(?>a(?i)b+)+c": syntax error at col 2: unexpected token near "?"
testinput1:3208  # PARSE_ERROR: Parse("(?=a(?i)b)\\w\\wc"): parse "(?=a(?i)b)\\w\\wc": syntax error at col 2: unexpected token near "?"
testinput1:3210  # PARSE_ERROR: Parse("(?=a(?i)b)\\w\\wc"): parse "(?=a(?i)b)\\w\\wc": syntax error at col 2: unexpected token near "?"
testinput1:3213  # PARSE_ERROR: Parse("(?=a(?i)b)\\w\\wc"): parse "(?=a(?i)b)\\w\\wc": syntax error at col 2: unexpected token near "?"
testinput1:3215  # PARSE_ERROR: Parse("(?=a(?i)b)\\w\\wc"): parse "(?=a(?i)b)\\w\\wc": syntax error at col 2: unexpected token near "?"
testinput1:3217  # PARSE_ERROR: Parse("(?=a(?i)b)\\w\\wc"): parse "(?=a(?i)b)\\w\\wc": syntax error at col 2: unexpected token near "?"
